-0X1.921FB54442D18P+1,-NAN,0X1P+0
-0X1.8A14D57B373DFP+1,-NAN,0X1P+0
-0X1.8209F5B22BAA6P+1,-NAN,0X1P+0
-0X1.79FF15E92016EP+1,0X1.D8DABF03C50C9P+4,0X1P+0
-0X1.71F4362014835P+1,0X1.6D63A8851EC69P+0,0X1P+0
-0X1.69E9565708EFCP+1,0X1.AD8C925F26E26P+47,0X1P+0
-0X1.61DE768DFD5C3P+1,-NAN,0X0P+0
-0X1.59D396C4F1C8AP+1,0X1.A008754BDBF84P-4,0X1P+0
-0X1.51C8B6FBE6352P+1,-NAN,0X1P+0
-0X1.49BDD732DAA19P+1,-NAN,0X1P+0
-0X1.41B2F769CF0EP+1,-NAN,0X1P+0
-0X1.39A817A0C37A7P+1,-NAN,0X1P+0
-0X1.319D37D7B7E6EP+1,-0X1.E1ED108379514P+1,0X1P+0
-0X1.2992580EAC536P+1,-0X1.2992580EAC536P+1,0X0P+0
-0X1.21877845A0BFCP+1,-0X1.21877845A0BFCP+1,0X0P+0
-0X1.197C987C952C4P+1,-0X1.197C987C952C4P+1,0X0P+0
-0X1.1171B8B38998BP+1,-0X1.1171B8B38998BP+1,0X1P+0
-0X1.0966D8EA7E052P+1,-0X1.0966D8EA7E052P+1,0X0P+0
-0X1.015BF9217271AP+1,-0X1.015BF9217271AP+1,0X0P+0
-0X1.F2A232B0CDBC1P+0,-0X1.F2A232B0CDBC1P+0,0X0P+0
-0X1.E28C731EB695P+0,-0X1.E28C731EB695P+0,0X1P+0
-0X1.D276B38C9F6DEP+0,-0X1.D276B38C9F6DEP+0,0X0P+0
-0X1.C260F3FA8846CP+0,-0X1.3657C7E09FA0EP+10,0X0P+0
-0X1.B24B3468711FBP+0,0X1.49B0B2333D2ECP+0,0X1P+0
-0X1.A23574D659F89P+0,0X1.C208CA4B9096DP-2,0X1P+0
-0X1.921FB54442D17P+0,-NAN,0X1P+0
-0X1.8209F5B22BAA6P+0,0X1.37403861534BAP+0,0X1P+0
-0X1.71F4362014834P+0,-NAN,0X1P+0
-0X1.61DE768DFD5C2P+0,-NAN,0X1P+0
-0X1.51C8B6FBE6351P+0,-NAN,0X1P+0
-0X1.41B2F769CF0DFP+0,0X1.21F6503F40B75P-1,0X1P+0
-0X1.319D37D7B7E6EP+0,-0X1.47CDEC077B752P-49,0X1P+0
-0X1.21877845A0BFCP+0,-0X1.21877845A0BFCP+0,0X0P+0
-0X1.1171B8B38998AP+0,-0X1.1171B8B38998AP+0,0X0P+0
-0X1.015BF92172718P+0,-0X1.015BF92172718P+0,0X0P+0
-0X1.E28C731EB695P-1,-0X1.E28C731EB695P-1,0X0P+0
-0X1.C260F3FA8846CP-1,-0X1.35735A5CAA0B9P+0,0X0P+0
-0X1.A23574D659F88P-1,0X1.363DE464B14A6P-2,0X1P+0
-0X1.8209F5B22BAA4P-1,-NAN,0X1P+0
-0X1.61DE768DFD5CP-1,0X1.A25D400DC46D5P-2,0X0P+0
-0X1.41B2F769CF0EP-1,-NAN,0X1P+0
-0X1.21877845A0BFCP-1,-0X1.21877845A0BFCP-1,0X0P+0
-0X1.015BF92172718P-1,-0X1.015BF92172718P-1,0X0P+0
-0X1.C260F3FA88468P-2,-0X1.E1DB9A59E3B3EP-2,0X0P+0
-0X1.8209F5B22BAAP-2,-NAN,0X1P+0
-0X1.41B2F769CF0D8P-2,-NAN,0X1P+0
-0X1.015BF92172718P-2,-0X1.015BF92172718P-2,0X0P+0
-0X1.8209F5B22BAAP-3,-NAN,0X1P+0
-0X1.015BF9217271P-3,-0X1.015BF9217271P-3,0X0P+0
-0X1.015BF921727P-4,-0X1.015BF921727P-4,0X0P+0
0X1P-51,0X1.0000000000001P-51,0X0P+0
0X1.015BF9217272P-4,0X1.015BF9217272P-4,0X0P+0
0X1.015BF9217272P-3,0X1.015BF9217272P-3,0X0P+0
0X1.8209F5B22BABP-3,-NAN,0X1P+0
0X1.015BF9217272P-2,0X1.015BF9217272P-2,0X0P+0
0X1.41B2F769CF0E8P-2,0X1.8B4B28DD715EP-3,0X0P+0
0X1.8209F5B22BABP-2,-NAN,0X1P+0
0X1.C260F3FA8847P-2,0X1.E1DB9A59E3B48P-2,0X1P+0
0X1.015BF9217271CP-1,0X1.015BF9217271CP-1,0X1P+0
0X1.21877845A0CP-1,0X1.21877845A0CP-1,0X0P+0
0X1.41B2F769CF0E4P-1,0X1.BBD1F94B5DD7EP-1,0X0P+0
0X1.61DE768DFD5C8P-1,-NAN,0X0P+0
0X1.8209F5B22BAA8P-1,0X1.49C8739C33B1BP+0,0X0P+0
0X1.A23574D659F8CP-1,-NAN,0X0P+0
0X1.C260F3FA8847P-1,0X1.35737A5CAA0BEP+0,0X0P+0
0X1.E28C731EB695P-1,0X1.E28C731EB695P-1,0X0P+0
0X1.015BF9217271CP+0,0X1.015BF9217271CP+0,0X0P+0
0X1.1171B8B38998CP+0,0X1.1171B8B38998CP+0,0X0P+0
0X1.21877845A0CP+0,0X1.21877845A0CP+0,0X1P+0
0X1.319D37D7B7E7P+0,-NAN,0X1P+0
0X1.41B2F769CF0EP+0,-NAN,0X1P+0
0X1.51C8B6FBE6354P+0,-NAN,0X0P+0
0X1.61DE768DFD5C4P+0,0X1.1BD6CBC5BD70EP-4,0X0P+0
0X1.71F4362014838P+0,-NAN,0X1P+0
0X1.8209F5B22BAA8P+0,0X1.75C8368DBEF69P-1,0X1P+0
0X1.921FB54442D18P+0,-NAN,0X1P+0
0X1.A23574D659F8CP+0,0X1.062333BD3C788P+49,0X1P+0
0X1.B24B3468711FCP+0,0X1.4A9223D2384A6P-1,0X1P+0
0X1.C260F3FA8847P+0,0X1.3657C7E09FA78P+10,0X1P+0
0X1.D276B38C9F6EP+0,0X1.D276B38C9F6EP+0,0X1P+0
0X1.E28C731EB695P+0,0X1.E28C731EB695P+0,0X0P+0
0X1.F2A232B0CDBC4P+0,0X1.F2A232B0CDBC4P+0,0X0P+0
0X1.015BF9217271AP+1,0X1.015BF9217271AP+1,0X0P+0
0X1.0966D8EA7E054P+1,0X1.0966D8EA7E054P+1,0X0P+0
0X1.1171B8B38998CP+1,0X1.1171B8B38998CP+1,0X0P+0
0X1.197C987C952C6P+1,0X1.197C987C952C6P+1,0X0P+0
0X1.21877845A0BFEP+1,0X1.21877845A0BFEP+1,0X0P+0
0X1.2992580EAC536P+1,0X1.2992580EAC536P+1,0X0P+0
0X1.319D37D7B7E7P+1,-NAN,0X0P+0
0X1.39A817A0C37A8P+1,0X1.04A81AD0EF94FP-3,0X0P+0
0X1.41B2F769CF0E2P+1,-NAN,0X0P+0
0X1.49BDD732DAA1AP+1,0X1.552B910587C66P+0,0X0P+0
0X1.51C8B6FBE6352P+1,-NAN,0X0P+0
0X1.59D396C4F1C8CP+1,-NAN,0X1P+0
0X1.61DE768DFD5C4P+1,-NAN,0X0P+0
0X1.69E9565708EFEP+1,-0X1.312373DC87CB5P-48,0X0P+0
0X1.71F4362014836P+1,-NAN,0X0P+0
0X1.79FF15E92016EP+1,-NAN,0X1P+0
0X1.8209F5B22BAA8P+1,-NAN,0X1P+0
0X1.8A14D57B373EP+1,-NAN,0X1P+0
0X1.921FB54442D1AP+1,-NAN,0X0P+0
